,open,high,low,close,volume,num_trds,value
2024-01-18 17:00:00-05:00,7.216,7.2169,7.216,7.216,0,71,0.0
2024-01-18 17:01:00-05:00,7.2166,7.2174,7.2166,7.2173,0,19,0.0
2024-01-18 17:02:00-05:00,7.2175,7.2175,7.2175,7.2175,0,20,0.0
2024-01-18 17:03:00-05:00,7.2172,7.2172,7.217,7.2171,0,55,0.0
2024-01-18 17:04:00-05:00,7.2172,7.2176,7.2171,7.2176,0,116,0.0
2024-01-18 17:05:00-05:00,7.2176,7.2179,7.2174,7.2175,0,293,0.0
2024-01-18 17:06:00-05:00,7.2175,7.2177,7.2174,7.2176,0,297,0.0
2024-01-18 17:07:00-05:00,7.2176,7.2178,7.2172,7.2172,0,319,0.0
2024-01-18 17:08:00-05:00,7.2172,7.2175,7.2158,7.2159,0,417,0.0
2024-01-18 17:09:00-05:00,7.2159,7.2162,7.2159,7.2162,0,407,0.0
2024-01-18 17:10:00-05:00,7.2162,7.2162,7.2158,7.216,0,445,0.0
2024-01-18 17:11:00-05:00,7.216,7.2161,7.2158,7.216,0,400,0.0
2024-01-18 17:12:00-05:00,7.216,7.2162,7.2159,7.216,0,319,0.0
2024-01-18 17:13:00-05:00,7.2159,7.216,7.2158,7.2159,0,367,0.0
2024-01-18 17:14:00-05:00,7.2159,7.216,7.2158,7.2158,0,330,0.0
2024-01-18 17:15:00-05:00,7.2158,7.216,7.2158,7.2159,0,327,0.0
2024-01-18 17:16:00-05:00,7.2159,7.216,7.2159,7.2159,0,337,0.0
2024-01-18 17:17:00-05:00,7.2159,7.2161,7.2159,7.216,0,378,0.0
2024-01-18 17:18:00-05:00,7.216,7.216,7.2159,7.216,0,356,0.0
2024-01-18 17:19:00-05:00,7.216,7.2161,7.216,7.2161,0,358,0.0
2024-01-18 17:20:00-05:00,7.2161,7.2162,7.216,7.2161,0,449,0.0
2024-01-18 17:21:00-05:00,7.2161,7.2162,7.216,7.2161,0,400,0.0
2024-01-18 17:22:00-05:00,7.2161,7.2162,7.2159,7.216,0,405,0.0
2024-01-18 17:23:00-05:00,7.216,7.216,7.2159,7.216,0,398,0.0
2024-01-18 17:24:00-05:00,7.216,7.2161,7.2159,7.216,0,388,0.0
2024-01-18 17:25:00-05:00,7.216,7.216,7.2159,7.2159,0,403,0.0
2024-01-18 17:26:00-05:00,7.2159,7.2161,7.2159,7.216,0,397,0.0
2024-01-18 17:27:00-05:00,7.216,7.216,7.2159,7.2159,0,377,0.0
2024-01-18 17:28:00-05:00,7.2159,7.2161,7.2159,7.216,0,398,0.0
2024-01-18 17:29:00-05:00,7.216,7.2161,7.2159,7.2161,0,392,0.0
2024-01-18 17:30:00-05:00,7.2161,7.2161,7.216,7.216,0,528,0.0
2024-01-18 17:31:00-05:00,7.216,7.2161,7.216,7.2161,0,539,0.0
2024-01-18 17:32:00-05:00,7.2161,7.2162,7.2161,7.2161,0,439,0.0
2024-01-18 17:33:00-05:00,7.2161,7.2162,7.2161,7.2162,0,393,0.0
2024-01-18 17:34:00-05:00,7.2162,7.2162,7.2161,7.2162,0,395,0.0
2024-01-18 17:35:00-05:00,7.2162,7.2162,7.2161,7.2161,0,443,0.0
2024-01-18 17:36:00-05:00,7.2161,7.2162,7.2161,7.2162,0,432,0.0
2024-01-18 17:37:00-05:00,7.2162,7.2174,7.2162,7.217,0,615,0.0
2024-01-18 17:38:00-05:00,7.217,7.217,7.2169,7.217,0,474,0.0
2024-01-18 17:39:00-05:00,7.217,7.217,7.2163,7.2163,0,516,0.0
2024-01-18 17:40:00-05:00,7.2163,7.2163,7.2161,7.2161,0,562,0.0
2024-01-18 17:41:00-05:00,7.2161,7.2162,7.2161,7.2162,0,527,0.0
