,open,high,low,close,volume,num_trds,value
2024-07-04 17:00:00-04:00,7.294,7.2942,7.2939,7.2941,0,204,0.0
2024-07-04 17:01:00-04:00,7.2941,7.2943,7.294,7.294,0,234,0.0
2024-07-04 17:02:00-04:00,7.294,7.2941,7.2939,7.294,0,233,0.0
2024-07-04 17:03:00-04:00,7.294,7.294,7.2939,7.2939,0,228,0.0
2024-07-04 17:04:00-04:00,7.2939,7.294,7.2939,7.294,0,212,0.0
2024-07-04 17:05:00-04:00,7.294,7.2941,7.2939,7.2939,0,363,0.0
2024-07-04 17:06:00-04:00,7.2939,7.2941,7.2938,7.294,0,319,0.0
2024-07-04 17:07:00-04:00,7.294,7.2941,7.2939,7.2941,0,366,0.0
2024-07-04 17:08:00-04:00,7.2941,7.2948,7.294,7.2948,0,390,0.0
2024-07-04 17:09:00-04:00,7.2948,7.2949,7.2947,7.2948,0,327,0.0
2024-07-04 17:10:00-04:00,7.2948,7.2949,7.2947,7.2948,0,364,0.0
2024-07-04 17:11:00-04:00,7.2948,7.2948,7.2947,7.2947,0,382,0.0
2024-07-04 17:12:00-04:00,7.2947,7.295,7.2947,7.2949,0,385,0.0
2024-07-04 17:13:00-04:00,7.2949,7.2951,7.2948,7.2951,0,362,0.0
2024-07-04 17:14:00-04:00,7.2951,7.2951,7.295,7.2951,0,368,0.0
2024-07-04 17:15:00-04:00,7.2951,7.2951,7.2945,7.2945,0,365,0.0
2024-07-04 17:16:00-04:00,7.2945,7.2948,7.2943,7.2943,0,363,0.0
2024-07-04 17:17:00-04:00,7.2943,7.2945,7.2943,7.2944,0,339,0.0
2024-07-04 17:18:00-04:00,7.2944,7.2948,7.2942,7.2946,0,381,0.0
2024-07-04 17:19:00-04:00,7.2946,7.2947,7.2944,7.2946,0,375,0.0
2024-07-04 17:20:00-04:00,7.2946,7.2947,7.2938,7.2939,0,416,0.0
2024-07-04 17:21:00-04:00,7.2939,7.2939,7.2937,7.2937,0,400,0.0
2024-07-04 17:22:00-04:00,7.2937,7.2938,7.2937,7.2937,0,399,0.0
2024-07-04 17:23:00-04:00,7.2937,7.2938,7.2937,7.2938,0,377,0.0
2024-07-04 17:24:00-04:00,7.2938,7.2938,7.2937,7.2937,0,366,0.0
2024-07-04 17:25:00-04:00,7.2937,7.2939,7.2937,7.2937,0,362,0.0
2024-07-04 17:26:00-04:00,7.2937,7.2938,7.2936,7.2937,0,356,0.0
2024-07-04 17:27:00-04:00,7.2937,7.2937,7.2936,7.2937,0,341,0.0
2024-07-04 17:28:00-04:00,7.2937,7.2937,7.2937,7.2937,0,335,0.0
