,open,high,low,close,volume,num_trds,value
2024-03-04 17:00:00-05:00,7.2101,7.2101,7.21,7.2101,0,145,0.0
2024-03-04 17:01:00-05:00,7.2101,7.2102,7.2101,7.2101,0,105,0.0
2024-03-04 17:02:00-05:00,7.2101,7.2101,7.21,7.2101,0,108,0.0
2024-03-04 17:03:00-05:00,7.2101,7.2101,7.2101,7.2101,0,150,0.0
2024-03-04 17:04:00-05:00,7.2101,7.2102,7.2101,7.2102,0,123,0.0
2024-03-04 17:05:00-05:00,7.2103,7.2103,7.21,7.21,0,326,0.0
2024-03-04 17:06:00-05:00,7.21,7.2101,7.21,7.2101,0,293,0.0
2024-03-04 17:07:00-05:00,7.2101,7.2101,7.21,7.2101,0,290,0.0
2024-03-04 17:08:00-05:00,7.2101,7.2106,7.2101,7.2105,0,340,0.0
2024-03-04 17:09:00-05:00,7.2105,7.2105,7.2104,7.2105,0,361,0.0
2024-03-04 17:10:00-05:00,7.2105,7.2106,7.2103,7.2103,0,391,0.0
2024-03-04 17:11:00-05:00,7.2103,7.2103,7.2101,7.2102,0,384,0.0
2024-03-04 17:12:00-05:00,7.2102,7.2104,7.2101,7.2104,0,382,0.0
2024-03-04 17:13:00-05:00,7.2104,7.2106,7.2104,7.2105,0,339,0.0
2024-03-04 17:14:00-05:00,7.2105,7.2108,7.2105,7.2108,0,340,0.0
2024-03-04 17:15:00-05:00,7.2108,7.2108,7.2106,7.2106,0,353,0.0
2024-03-04 17:16:00-05:00,7.2106,7.2107,7.2106,7.2107,0,338,0.0
2024-03-04 17:17:00-05:00,7.2107,7.2107,7.2106,7.2107,0,319,0.0
2024-03-04 17:18:00-05:00,7.2107,7.2108,7.2105,7.2107,0,350,0.0
2024-03-04 17:19:00-05:00,7.2107,7.2107,7.2105,7.2106,0,310,0.0
2024-03-04 17:20:00-05:00,7.2105,7.2107,7.2105,7.2106,0,410,0.0
2024-03-04 17:21:00-05:00,7.2106,7.2107,7.2106,7.2107,0,387,0.0
