,open,high,low,close,volume,num_trds,value
2024-03-10 17:00:00-04:00,147.08,147.09,147.03,147.06,0,46,0.0
2024-03-10 17:01:00-04:00,147.06,147.08,147.05,147.08,0,16,0.0
2024-03-10 17:02:00-04:00,147.09,147.09,147.07,147.07,0,4,0.0
2024-03-10 17:04:00-04:00,147.07,147.07,147.04,147.04,0,53,0.0
2024-03-10 17:05:00-04:00,147.04,147.1,147.03,147.1,0,318,0.0
2024-03-10 17:06:00-04:00,147.1,147.12,147.09,147.12,0,279,0.0
2024-03-10 17:07:00-04:00,147.12,147.13,147.1,147.13,0,217,0.0
2024-03-10 17:08:00-04:00,147.13,147.13,147.05,147.07,0,346,0.0
2024-03-10 17:09:00-04:00,147.07,147.09,147.06,147.08,0,326,0.0
2024-03-10 17:10:00-04:00,147.08,147.12,147.08,147.12,0,304,0.0
2024-03-10 17:11:00-04:00,147.12,147.12,147.07,147.09,0,265,0.0
2024-03-10 17:12:00-04:00,147.09,147.11,147.09,147.1,0,280,0.0
2024-03-10 17:13:00-04:00,147.1,147.11,147.1,147.11,0,165,0.0
2024-03-10 17:14:00-04:00,147.11,147.11,147.11,147.11,0,148,0.0
2024-03-10 17:15:00-04:00,147.11,147.11,147.07,147.07,0,228,0.0
2024-03-10 17:16:00-04:00,147.07,147.07,147.07,147.07,0,242,0.0
2024-03-10 17:17:00-04:00,147.07,147.07,147.07,147.07,0,169,0.0
2024-03-10 17:18:00-04:00,147.07,147.07,147.06,147.07,0,164,0.0
2024-03-10 17:19:00-04:00,147.07,147.07,147.06,147.07,0,144,0.0
2024-03-10 17:20:00-04:00,147.07,147.07,147.06,147.07,0,174,0.0
2024-03-10 17:21:00-04:00,147.07,147.07,147.07,147.07,0,196,0.0
2024-03-10 17:22:00-04:00,147.07,147.07,147.06,147.07,0,194,0.0
2024-03-10 17:23:00-04:00,147.07,147.07,147.06,147.07,0,183,0.0
2024-03-10 17:24:00-04:00,147.07,147.07,147.07,147.07,0,192,0.0
2024-03-10 17:25:00-04:00,147.07,147.07,147.07,147.07,0,181,0.0
2024-03-10 17:26:00-04:00,147.07,147.07,147.07,147.07,0,192,0.0
2024-03-10 17:27:00-04:00,147.07,147.07,147.07,147.07,0,175,0.0
2024-03-10 17:28:00-04:00,147.07,147.07,147.07,147.07,0,187,0.0
2024-03-10 17:29:00-04:00,147.07,147.07,147.07,147.07,0,184,0.0
2024-03-10 17:30:00-04:00,147.07,147.07,147.07,147.07,0,208,0.0
2024-03-10 17:31:00-04:00,147.07,147.07,147.07,147.07,0,181,0.0
2024-03-10 17:32:00-04:00,147.07,147.07,147.07,147.07,0,192,0.0
2024-03-10 17:33:00-04:00,147.07,147.07,147.07,147.07,0,240,0.0
2024-03-10 17:34:00-04:00,147.07,147.07,147.07,147.07,0,184,0.0
2024-03-10 17:35:00-04:00,147.07,147.07,147.07,147.07,0,184,0.0
