,open,high,low,close,volume,num_trds,value
2024-02-07 17:00:00-05:00,148.18,148.19,148.13,148.14,0,251,0.0
2024-02-07 17:01:00-05:00,148.14,148.14,148.12,148.12,0,204,0.0
2024-02-07 17:02:00-05:00,148.12,148.12,148.11,148.12,0,227,0.0
2024-02-07 17:03:00-05:00,148.12,148.13,148.12,148.13,0,224,0.0
2024-02-07 17:04:00-05:00,148.13,148.13,148.13,148.13,0,218,0.0
2024-02-07 17:05:00-05:00,148.13,148.13,148.13,148.13,0,292,0.0
2024-02-07 17:06:00-05:00,148.13,148.13,148.12,148.13,0,406,0.0
2024-02-07 17:07:00-05:00,148.13,148.13,148.12,148.13,0,379,0.0
2024-02-07 17:08:00-05:00,148.13,148.13,148.12,148.12,0,307,0.0
2024-02-07 17:09:00-05:00,148.12,148.12,148.12,148.12,0,312,0.0
2024-02-07 17:10:00-05:00,148.12,148.12,148.1,148.1,0,382,0.0
2024-02-07 17:11:00-05:00,148.1,148.11,148.1,148.11,0,361,0.0
2024-02-07 17:12:00-05:00,148.11,148.12,148.1,148.12,0,381,0.0
2024-02-07 17:13:00-05:00,148.12,148.12,148.08,148.08,0,381,0.0
2024-02-07 17:14:00-05:00,148.08,148.12,148.08,148.12,0,452,0.0
2024-02-07 17:15:00-05:00,148.12,148.12,148.11,148.11,0,362,0.0
2024-02-07 17:16:00-05:00,148.11,148.11,148.08,148.09,0,470,0.0
2024-02-07 17:17:00-05:00,148.09,148.11,148.09,148.1,0,403,0.0
2024-02-07 17:18:00-05:00,148.1,148.11,148.1,148.1,0,356,0.0
2024-02-07 17:19:00-05:00,148.1,148.1,148.09,148.1,0,388,0.0
2024-02-07 17:20:00-05:00,148.1,148.1,148.08,148.08,0,391,0.0
2024-02-07 17:21:00-05:00,148.08,148.1,148.08,148.09,0,412,0.0
2024-02-07 17:22:00-05:00,148.09,148.09,148.09,148.09,0,353,0.0
2024-02-07 17:23:00-05:00,148.09,148.09,148.09,148.09,0,412,0.0
2024-02-07 17:24:00-05:00,148.09,148.09,148.09,148.09,0,422,0.0
2024-02-07 17:25:00-05:00,148.09,148.09,148.09,148.09,0,363,0.0
2024-02-07 17:26:00-05:00,148.09,148.09,148.08,148.08,0,410,0.0
2024-02-07 17:27:00-05:00,148.08,148.09,148.08,148.08,0,349,0.0
2024-02-07 17:28:00-05:00,148.08,148.09,148.08,148.08,0,374,0.0
2024-02-07 17:29:00-05:00,148.08,148.09,148.08,148.09,0,351,0.0
2024-02-07 17:30:00-05:00,148.09,148.09,148.08,148.09,0,347,0.0
2024-02-07 17:31:00-05:00,148.09,148.09,148.08,148.08,0,401,0.0
2024-02-07 17:32:00-05:00,148.08,148.08,148.08,148.08,0,483,0.0
