,open,high,low,close,volume,num_trds,value
2024-06-04 17:00:00-04:00,154.88,154.89,154.88,154.88,0,337,0.0
2024-06-04 17:01:00-04:00,154.88,154.88,154.87,154.88,0,403,0.0
2024-06-04 17:02:00-04:00,154.88,154.88,154.87,154.87,0,402,0.0
2024-06-04 17:03:00-04:00,154.87,154.88,154.87,154.88,0,399,0.0
2024-06-04 17:04:00-04:00,154.87,154.88,154.87,154.87,0,408,0.0
2024-06-04 17:05:00-04:00,154.88,154.92,154.87,154.91,0,507,0.0
2024-06-04 17:06:00-04:00,154.91,154.92,154.89,154.9,0,479,0.0
2024-06-04 17:07:00-04:00,154.9,154.9,154.89,154.89,0,448,0.0
2024-06-04 17:08:00-04:00,154.89,154.9,154.88,154.89,0,429,0.0
2024-06-04 17:09:00-04:00,154.89,154.89,154.88,154.88,0,442,0.0
2024-06-04 17:10:00-04:00,154.88,154.9,154.88,154.89,0,499,0.0
2024-06-04 17:11:00-04:00,154.89,154.89,154.87,154.88,0,465,0.0
2024-06-04 17:12:00-04:00,154.88,154.89,154.88,154.88,0,481,0.0
2024-06-04 17:13:00-04:00,154.88,154.89,154.88,154.88,0,448,0.0
2024-06-04 17:14:00-04:00,154.88,154.89,154.88,154.88,0,468,0.0
2024-06-04 17:15:00-04:00,154.88,154.89,154.88,154.88,0,466,0.0
2024-06-04 17:16:00-04:00,154.88,154.89,154.88,154.88,0,469,0.0
2024-06-04 17:17:00-04:00,154.88,154.89,154.88,154.89,0,450,0.0
2024-06-04 17:18:00-04:00,154.89,154.89,154.89,154.89,0,474,0.0
2024-06-04 17:19:00-04:00,154.89,154.89,154.88,154.89,0,483,0.0
2024-06-04 17:20:00-04:00,154.89,154.89,154.88,154.89,0,513,0.0
2024-06-04 17:21:00-04:00,154.89,154.89,154.86,154.87,0,490,0.0
2024-06-04 17:22:00-04:00,154.87,154.88,154.87,154.87,0,483,0.0
2024-06-04 17:23:00-04:00,154.87,154.87,154.87,154.87,0,495,0.0
2024-06-04 17:24:00-04:00,154.87,154.87,154.87,154.87,0,482,0.0
2024-06-04 17:25:00-04:00,154.87,154.87,154.85,154.86,0,495,0.0
2024-06-04 17:26:00-04:00,154.86,154.87,154.86,154.86,0,478,0.0
2024-06-04 17:27:00-04:00,154.86,154.87,154.83,154.84,0,498,0.0
2024-06-04 17:28:00-04:00,154.84,154.84,154.83,154.84,0,565,0.0
2024-06-04 17:29:00-04:00,154.84,154.85,154.84,154.85,0,489,0.0
2024-06-04 17:30:00-04:00,154.85,154.85,154.85,154.85,0,481,0.0
2024-06-04 17:31:00-04:00,154.85,154.85,154.85,154.85,0,479,0.0
2024-06-04 17:32:00-04:00,154.85,154.85,154.85,154.85,0,449,0.0
2024-06-04 17:33:00-04:00,154.85,154.85,154.85,154.85,0,468,0.0
2024-06-04 17:34:00-04:00,154.85,154.85,154.85,154.85,0,477,0.0
2024-06-04 17:35:00-04:00,154.85,154.85,154.85,154.85,0,449,0.0
2024-06-04 17:36:00-04:00,154.85,154.85,154.85,154.85,0,466,0.0
2024-06-04 17:37:00-04:00,154.85,154.85,154.85,154.85,0,439,0.0
