Title,sentiment_title,Tag,Created Date,url,Content,sentiment_content
"San Diego serves up gorgeous beaches, arty neighborhoods and rich history, yet it still excels at being underrated.",0.9022,GOOGL,2024-07-18T09:02:31+0000,https://www.nytimes.com/interactive/2024/07/18/travel/things-to-do-san-diego.html,"San Diego serves up gorgeous beaches, arty neighborhoods and rich history, yet it still excels at being underrated.",0.9022
"What if the star of “The Matrix” worked with a sci-fi novelist to tell the story of an 80,000-year-old warrior who can rip people’s arms off but struggles with loneliness?",-0.7876,GOOGL,2024-07-18T09:02:26+0000,https://www.nytimes.com/2024/07/18/books/keanu-reeves-china-mieville-book-elsewhere-brzrkr.html,"Keanu Reeves doesn’t know exactly where the idea came from, but one day — sometime around the release of “John Wick: Chapter 2,” starring Keanu Reeves, and before he started shooting “The Matrix Resurrections,” also starring Keanu Reeves — he imagined a man who couldn’t die.",-0.7469
"Air temperature is just one measure of how heat affects cities and people. See how high surface temperatures, which bring additional risks, can get.",-0.2732,GOOGL,2024-07-17T15:44:32+0000,https://www.nytimes.com/interactive/2024/07/17/climate/heat-map-phoenix-sacramento-portland.html,"Air temperature is just one measure of how heat affects cities and people. See how high surface temperatures, which bring additional risks, can get.",-0.2732
Donald Trump’s vice-presidential pick has indicated he favors a hands-off approach to A.I. but also wants to increase scrutiny of the biggest tech firms in the field.,0.5346,GOOGL,2024-07-17T15:25:28+0000,https://www.nytimes.com/2024/07/17/technology/vance-ai-regulation.html,"Senator J.D. Vance, Republican of Ohio, is a strong skeptic of regulating artificial intelligence. He’s also in favor of reining in Big Tech, companies he says have grown so powerful that they stymie smaller companies’ ability to succeed.",0.9461
"Donald Trump says he will not fire Jay Powell as chair of the central bank if he is re-elected president, after threatening to do so. But whether the president even has the authority is open to question.",-0.0598,GOOGL,2024-07-17T12:23:54+0000,https://www.nytimes.com/2024/07/17/business/dealbook/trump-powell-fed.html,"One of the hot debates on Wall Street this election cycle is how Donald Trump would deal with the Fed if he is re-elected and, in particular, if he would fire or demote Jay Powell as chair, The Times’s Jeanna Smialek writes for DealBook.",-0.34
Oren Cass discusses the ideological battle within the Republican Party — and just how powerful the populist faction is.,0.4404,GOOGL,2024-07-17T09:03:25+0000,https://www.nytimes.com/2024/07/17/opinion/ezra-klein-podcast-oren-cass.html,"When Donald Trump on Monday chose Senator J.D. Vance of Ohio as his running mate it excited populists — and unnerved some business elites. Later that evening, the president of the Teamsters, Sean O’Brien, gave a prime-time speech at the Republican National Convention. “Over the last 40 years, the Republican Party has rarely pursued strong relationships with organized labor,” O’Brien said. “There are some in the party who stand in active opposition to labor unions — this too must change,” he added, to huge applause.",0.8979
"Mr. Vance spent less than five years in Silicon Valley’s tech industry, but the connections he made with Peter Thiel and others became crucial to his political ascent.",0,GOOGL,2024-07-17T09:02:27+0000,https://www.nytimes.com/2024/07/17/technology/jd-vance-tech-silicon-valley.html,"Last month, J.D. Vance flew to San Francisco to hold a fund-raiser for Donald J. Trump and to host a private dinner afterward with two dozen tech and crypto executives and investors.",0
The G.O.P. vice-presidential nominee is remembered as a warm and personable student. But some are perplexed by what they see as his shift in ideology.,-0.3612,GOOGL,2024-07-17T09:00:52+0000,https://www.nytimes.com/2024/07/17/us/jd-vance-yale-law-school.html,"When J.D. Vance applied to law school, he viewed it as a pathway out of his chaotic upbringing in working-class Middletown, Ohio.",-0.4939
A new planned community is built on the urban design philosophy known as ‘gender mainstreaming.’ Not everyone is convinced.,-0.3089,GOOGL,2024-07-17T09:00:34+0000,https://www.nytimes.com/2024/07/17/realestate/vienna-aspern-seestadt-gender.html,"On a sunny afternoon this spring, Eva Kail stood outside the gleaming subway station in Aspern Seestadt, a sprawling planned community in northeast Vienna that she essentially manifested from an idea into a real place.",0.4215
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",0.4588,GOOGL,2024-07-16T19:00:13+0000,https://www.nytimes.com/2024/07/16/style/tiny-modern-love-stories-i-was-married-to-a-terrible-man.html,"It was an ordinary weekend with my grandmother, us making mango ice cream by hand at her large table in Kolkata. “You know I was married to a terrible man. Your grandfather killed all my dreams and made me, a college-educated woman, have five children against my will and cook all day.” With these words, my 80-year-old grandmother took her husband of 60 years, a man revered for his scholarly presence and success, off the pedestal. Her confession elevated my standard for love. That day I vowed to shine bright and never let a man or marriage dim my light. — Gargi Sen",0.9081
"Mr. Watson, who denied lying to investors and lenders, faces up to 37 years in prison.",-0.8625,GOOGL,2024-07-16T18:41:05+0000,https://www.nytimes.com/2024/07/16/business/media/carlos-watson-ozy-media-guilty.html,"A federal jury on Tuesday found Carlos Watson and Ozy Media, the digital media company he co-founded, guilty of trying to defraud investors and lenders to promote the start-up venture.",-0.0516
"The tech community, led by Sam Altman of OpenAI, has funded programs that give people unconditional cash. Some say it’s time to scale up.",0,GOOGL,2024-07-16T15:27:56+0000,https://www.nytimes.com/2024/07/16/technology/ubi-openai-silicon-valley.html,"For the last couple of years, the tech community has tested no-strings-attached payments of $500 or $1,000 a month to those in dire need. Some of these experiments have happened in the heart of Silicon Valley, where a one-bedroom apartment rents for $3,000 a month and a modest house is often an unaffordable luxury.",0.296
"Donald Trump’s running mate is pro-labor, a fan of crypto and the F.T.C.’s Lina Khan, and says Big Tech is too powerful.",0.6249,GOOGL,2024-07-16T12:17:38+0000,https://www.nytimes.com/2024/07/16/business/dealbook/trump-vance-republicans-business.html,Donald Trump picked J.D. Vance as his running mate and a possible successor to lead the “Make America Great Again” movement.,0.7184
"The owner of X broke with tradition at other social media companies to support the former president, as he drives political conversation on his site.",-0.0258,GOOGL,2024-07-16T09:03:54+0000,https://www.nytimes.com/2024/07/16/technology/elon-musk-trump.html,"Roughly 30 minutes after former President Donald J. Trump was shot at a rally in Pennsylvania on Saturday, Elon Musk backed his bid for the White House.",0.0258
We have less information than ever before about the impact that our underregulated social media platforms have on our politics.,0,GOOGL,2024-07-16T09:03:48+0000,https://www.nytimes.com/2024/07/16/opinion/trump-shooting-assassination-conspiracy.html,"It took minutes after the shooting at Donald Trump’s campaign rally on Saturday for misinformation to begin circulating on social media. Maybe the shooter was an Italian soccer commentator. Perhaps Mr. Trump was shot in the chest. The platform X, formerly known as Twitter, promoted conspiracy theories sporting hashtags like #falseflag and #staged (alleging that the shooting was staged to gain sympathy for Mr. Trump) among its trending topics.",0.6705
"Ruth Westheimer loved to give advice — and often strayed from her area of expertise as she tried, in her words, “to make the world a better place.”",0.7783,GOOGL,2024-07-16T00:32:32+0000,https://www.nytimes.com/2024/07/15/style/dr-ruths-tips-happiness.html,"Ruth Westheimer spent a lot of time talking about sex. She did so with her own brand of frankness and good cheer on her pioneering radio show, “Sexually Speaking,” and on her daytime TV program, “The Dr. Ruth Show,” as well as in her column for Playgirl magazine, in her many books and in countless interviews and public appearances across more than four decades. It’s possible that Dr. Ruth, who died last week at 96, talked publicly about sex more than anyone else. Ever.",0.5719
"Fellow students described the gunman, Thomas Crooks, as intelligent but solitary, someone who tried to avoid teasing by his classmates.",-0.3071,GOOGL,2024-07-15T22:51:01+0000,https://www.nytimes.com/2024/07/15/us/trump-rally-shooting-crooks.html,"Before he climbed onto a rooftop and added his name to America’s bloody history of would-be presidential assassins, Thomas Crooks, 20, seemed to try to shrink from view.",-0.4404
"The shooting of Donald Trump has galvanized his campaign, prompted Elon Musk to endorse him and forced Democrats to rethink plans to oust President Biden.",-0.1779,GOOGL,2024-07-15T12:32:46+0000,https://www.nytimes.com/2024/07/15/business/dealbook/trump-assassination-election-democrats.html,"Andrew here. The attempted assassination of Donald Trump has reverberated around the world. The question for business and policy leaders, beyond the immediate implications for the election, is how to halt the increasing political violence in this nation. America’s economy and innovation may be the envy of the world, but our politics and polarized culture are not.",-0.5789
"The latest on the assassination attempt and presidential campaign — plus, an explanation of why childbirth has gotten so expensive.",-0.5994,GOOGL,2024-07-15T10:34:38+0000,https://www.nytimes.com/2024/07/15/briefing/the-rnc-begins.html,The dizzying swirl of the 2024 presidential campaign will continue this week.,0
"The search giant’s negotiations to buy Wiz, a cybersecurity start-up, for $23 billion, come as the Biden administration has taken a hard line against consolidation in tech and other industries.",-0.1027,GOOGL,2024-07-14T22:46:48+0000,https://www.nytimes.com/2024/07/14/technology/google-wiz-deal.html,"Google, which became one of the world’s most valuable companies through its search engine and other consumer internet services, is nearing its largest-ever acquisition to improve what it can offer to business customers.",0.7425
"In photographs of the Secret Service snipers, they appeared to be using long-range and powerful rifles that likely fire .300 or .338 cartridges, commonly used by well-trained military snipers.",0.1027,GOOGL,2024-07-14T21:03:57+0000,https://www.nytimes.com/2024/07/14/us/politics/secret-service-snipers-trump-rally.html,"One of the main missions of the Secret Service snipers supporting former President Donald J. Trump’s rally was to perform a counter-sniper mission, as is standard practice. That means they were in position specifically to eliminate the kind of threat posed by the gunman who opened fire on his rally on Saturday.",-0.4927
Microsoft’s all-in moment on artificial intelligence has been defined by billions in spending and a C.E.O. counting on technology with huge potential and huge risks.,0.6808,GOOGL,2024-07-14T09:00:33+0000,https://www.nytimes.com/2024/07/14/technology/microsoft-ai-satya-nadella.html,"Earlier this year, Satya Nadella hammered out a deal that surprised everyone outside his inner circle at Microsoft.",0.2263
"At a volunteer-run center, migrants come together across cultures and religions to share flavors from their homelands amid a polarizing crisis. But funding is running low.",-0.5574,GOOGL,2024-07-14T07:00:40+0000,https://www.nytimes.com/2024/07/14/nyregion/nyc-migrant-kitchen.html,"A woman in a red hijab and flowing yellow blouse carefully ladled chicken bathed in crackling oil into an industrial-size pot before smothering it with carrots, potatoes, cabbage and eggplant. Stirring vigorously, she sprinkled in seasonings until stovetop alchemy took hold and the mixture slowly turned into a fragrant stew.",-0.1027
Take a cue from a movie star: Simplify your life this weekend.,0,GOOGL,2024-07-13T10:09:09+0000,https://www.nytimes.com/2024/07/13/briefing/scarlett-johansson-life.html,"With Melissa Kirsch — the regular writer of our Saturday newsletter — off today, we’re going to turn to another source for some life guidance: Scarlett Johansson.",0
"Inheritors of a world shaped by big tech and precarious careers, these New York artists are searching for answers in good faith.",0.6908,GOOGL,2024-07-13T09:01:45+0000,https://www.nytimes.com/2024/07/13/arts/design/art-spirituality-religion-beliefs-christianity-new-york.html,"In February 2022, new to New York and seeking bleeding-edge culture, I found myself at a poetry reading at KGB, an Eastern Bloc-themed bar in the East Village. The night’s second reader took the stage, a solid black crucifix tattooed on her sternum, and read the King James Version of Lamentations, flawlessly and intensely, from start to finish. “And thou hast removed my soul far off from peace,” she intoned. “I forgat prosperity.”",-0.128
"Facing rising frustration in his party, the president brushed it off in an energetic speech in Michigan. Inside the room, at least, the Democratic mood was defiant, with cheers of “Don’t go, Joe.”",0.5719,GOOGL,2024-07-13T01:29:27+0000,https://www.nytimes.com/2024/07/12/us/politics/biden-speech-detroit.html,"President Biden on Friday strove to turn the nation’s attention back to former President Donald J. Trump, delivering a fiery and energetic speech in battleground Michigan that painted his Republican rival as a convict, a rapist and a cheater while simultaneously attacking the news media for an insufficient focus on such misdeeds.",-0.9274
"While Mr. Schmidt was chief executive of Google, he had an extramarital relationship with Marcy Simon, a public relations executive. A decade after they split, things are still messy.",-0.3612,GOOGL,2024-07-12T17:26:01+0000,https://www.nytimes.com/2024/07/12/technology/eric-schmidt-affair.html,"When Eric Schmidt was the chief executive of Google in the mid-2000s, he dated Marcy Simon, a New York-based public relations executive. Both were married to other people at the time.",0
"The notion that you, too, can rise from the Barrio to Hollywood through sheer grit doesn’t speak to a generation disillusioned with the myth of meritocracy.",-0.3182,GOOGL,2024-07-12T09:04:20+0000,https://www.nytimes.com/2024/07/12/opinion/jennifer-lopez-this-is-me-now.html,"Jennifer Lopez has been hailed as a trailblazer: a Latina from the Bronx who transcended her humble origins to become a global superstar. She made the green dress she wore to the Grammy Awards in 2000 so famous that it led Google to create a separate image search function, Google Images.",0.7184
"It takes some work to find a rental you can book directly, but the payoff can be significant.",0.296,GOOGL,2024-07-12T09:01:38+0000,https://www.nytimes.com/2024/07/12/travel/how-to-avoid-vacation-rental-fees.html,"When a $104-a-night vacation rental more than doubles with an $89 cleaning fee and a $42 service fee, it’s time to ask: Is there a better way?",0.4404
"For a millennial with financial burdens, would a home have to be a house?",-0.3612,GOOGL,2024-07-12T04:00:29+0000,https://www.nytimes.com/2024/07/12/style/modern-love-psychic-who-predicted-my-romantic-future.html,"I wrote a fake name on the sign-in sheet and slipped my engagement ring into my pocket, wanting to reveal as little about myself as possible. I turned on the voice memo app on my phone and placed it in my bag. The sharp scent of burning palo santo seared my nose and made my eyes water.",-0.0258
"Also, a welcome slowdown in inflation. Here’s the latest at the end of Thursday.",0.4588,GOOGL,2024-07-11T21:41:32+0000,https://www.nytimes.com/2024/07/11/briefing/biden-news-conference-inflation-report.html,"Less than an hour after this newsletter arrives in your inbox, President Biden is scheduled to take on the kind of challenge that both his critics and his allies have demanded: He will appear live on national television to answer unscripted questions from reporters at a news conference to conclude the three-day NATO summit in Washington.",-0.4754
"The soaring electricity demands of data centers and A.I. are straining the grid in some areas, pushing up emissions and slowing the energy transition.",-0.0516,GOOGL,2024-07-11T19:26:57+0000,https://www.nytimes.com/2024/07/11/climate/artificial-intelligence-energy-usage.html,"A few weeks ago, I joined a small group of reporters for a wide-ranging conversation with Bill Gates about climate change, its causes and potential solutions. When the topic turned to the issue of just how much energy artificial intelligence was using, Gates was surprisingly sanguine.",0.7964
"Thousands of years of culture and history converge in this vibrant, coastal city known as the “Pearl of the Aegean.”",0.6124,GOOGL,2024-07-11T13:45:01+0000,https://www.nytimes.com/interactive/2024/07/11/travel/things-to-do-izmir-turkey.html,"Thousands of years of culture and history converge in this vibrant, coastal city known as the “Pearl of the Aegean.”",0.6124
Customers in Europe may see an influx of new apps and services for making tap-and-go purchases.,0,GOOGL,2024-07-11T12:36:59+0000,https://www.nytimes.com/2024/07/11/business/apple-european-union-antitrust.html,"Apple will for the first time allow banks, payment services and other app developers to use the underlying technology behind Apple Pay to make rival tap-and-go payment services, settling a long-running European Union antitrust investigation, regulators said on Thursday.",0.128
"Fresh calls from lawmakers and donors to step down have increased pressure on the president, as he prepares to hold a crucial news conference.",0.296,GOOGL,2024-07-11T12:11:28+0000,https://www.nytimes.com/2024/07/11/business/dealbook/biden-donors-pelosi-welch-nato.html,President Biden and his allies may have thought they had stemmed a rebellion by fellow Democrats and donors after his debate debacle.,-0.128
How a partisan road map for a hoped-for Republican president came to dominate this important moment in the race.,0.128,GOOGL,2024-07-11T09:03:23+0000,https://www.nytimes.com/2024/07/11/podcasts/project-2025-suddenly-everywhere-explained.html,President Biden is telling people to Google it. Former president Donald J. Trump is distancing himself from it. Even the actress Taraji P. Henson talked about it onstage at the B.E.T. Awards.,0.4588
"The deposit, in Zambia, could make billions for Silicon Valley, provide minerals for the energy transition and help the United States in its rivalry with China.",0.765,GOOGL,2024-07-11T09:01:32+0000,https://www.nytimes.com/2024/07/11/climate/kobold-zambia-copper-ai-mining.html,"Peering into their computer screens in California last year, the data crunchers watched a subterranean fortune come into focus.",0
"As regulatory scrutiny picks up, the tech giant says it is pleased with the progress OpenAI has made with governance and considers its oversight role unnecessary.",0.6908,GOOGL,2024-07-10T20:45:38+0000,https://www.nytimes.com/2024/07/10/technology/microsoft-openai-board.html,"Microsoft has given up its seat on OpenAI’s board, relinquishing a nonvoting position it gained late last year, as regulators intensify their scrutiny of the ties between the tech giant and the start-up behind the chatbot ChatGPT.",0.3818
The S&P 500 winning streak rolled on after the Fed chair made encouraging comments about inflation and the state of the labor market.,0.7783,GOOGL,2024-07-10T11:54:48+0000,https://www.nytimes.com/2024/07/10/business/dealbook/powell-fed-rate-cuts.html,"The S&P 500 is on a six-day winning streak and closed at another record on Tuesday, as investors grow more confident that the Fed could cut interest rates soon.",0.8313
"Programmed to find the fastest route without consideration of literally anything else, driving apps endanger and infuriate us on a remarkably regular basis.",-0.4939,GOOGL,2024-07-10T09:01:52+0000,https://www.nytimes.com/2024/07/10/opinion/google-maps-driving-apps-flaws.html,"On my way to Kennedy International Airport, I grip the wheel tightly, swerving across three lanes of expressway traffic at 50 miles per hour to reach the exit. Minutes later, still shaken from my move, I hear a cheerful, disembodied voice instructing me to re-enter the expressway I had just exited.",0.5106
The company said it effectively got all of the electricity it used last year from sources that did not produce greenhouse gas emissions. Some experts have faulted the company’s calculations.,0.128,GOOGL,2024-07-10T09:01:06+0000,https://www.nytimes.com/2024/07/10/business/energy-environment/amazon-clean-energy-climate-change.html,Amazon announced on Wednesday that effectively all of the electricity its operations used last year came from sources that did not produce greenhouse gas emissions. But some experts have criticized the method the company uses to make that determination as being too lenient.,0.6428
"Lee Saedol was one of the world’s top Go players, and his shocking loss to an A.I. opponent was a harbinger of a new, unsettling era. “It may not be a happy ending,” he says.",-0.735,GOOGL,2024-07-10T04:01:26+0000,https://www.nytimes.com/2024/07/10/world/asia/lee-saedol-go-ai.html,"Lee Saedol was the finest Go player of his generation when he suffered a decisive loss, defeated not by a human opponent but by artificial intelligence.",0.2023
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",0.4588,GOOGL,2024-07-09T19:55:36+0000,https://www.nytimes.com/2024/07/09/style/tiny-modern-love-stories-feeling-awkward-flirting-with-a-younger-woman.html,"Over dinner, my children finally talk about the car accident that paralyzed me in my teens. My 10-year-old queries; I explain someone died. “Where were they sitting?” “Next to me.” He melts into a puddle. “I’m glad you weren’t … hurt that bad,” my 5-year-old adds. He can’t bear to say dead. I don’t want him to say it either. He kisses my shoulder, kneels, then kisses my wheelchair. “I’m glad for your wheelchair, too.” Understanding the horror of the alternative. I stay composed, not wanting them to know the pain I’ve had. Their pure, boundless compassion strengthens me. — Ryan Rae Harbuck",-0.5423
Climate change and widely varied state regulations could mean you’re paying too much or far too little to insure your home.,0,GOOGL,2024-07-09T16:44:57+0000,https://www.nytimes.com/2024/07/09/climate/home-insurance-prices-climate-change.html,"Have you noticed your home insurance getting more expensive? If so, you’re not alone: The price of insuring a home has jumped 33 percent since 2019, far more than inflation, new data shows.",0.1877
The Times Opinion columnist Jamelle Bouie walks through the risks of a brokered convention.,-0.2732,GOOGL,2024-07-09T09:03:33+0000,https://www.nytimes.com/2024/07/09/opinion/ezra-klein-podcast-jamelle-bouie.html,"It was once a fringe opinion to say President Biden should drop his re-election bid and Democrats should embrace an open convention. That position is fringe no more. But when the conventional wisdom shifts this rapidly, there’s always the danger of overlooking its potential flaws.",-0.128
The political journalist Elaina Plott Calabro traces the political trajectory of the vice president — and why her 2016 image might be just right for 2024.,0,GOOGL,2024-07-05T09:02:25+0000,https://www.nytimes.com/2024/07/05/opinion/ezra-klein-podcast-kamala-harris.html,"If Joe Biden steps aside for the Democratic presidential nomination — still a very big if — the favorite to replace him is Vice President Kamala Harris. In recently leaked post-debate polling from Open Labs, Harris polled better than Biden in matchups against Trump.",0.5574
"When you marry an immigrant, proving your commitment can become its own love story.",0.7783,GOOGL,2024-07-05T04:00:37+0000,https://www.nytimes.com/2024/07/05/style/modern-love-immigration-yes-uncle-sam-we-met-on-tinder.html,"Somewhere in the archives of the U.S. Citizenship and Immigration Services is a document claiming that my wife and I met on Tinder in the summer of 2015. Among the papers of the hundreds of thousands of people who get welcomed to or deported from the United States each year, it may or may not be written that her dating profile read “100% Latina,” while mine said something corny like “Travel Like You Mean It,” with the requisite skiing and hiking photos.",0.8481
"Raj Thakker and Trisha Vijay became good friends after meeting on a Bollywood dance team in college, but neither was sure where their relationship was headed.",0.1424,GOOGL,2024-07-05T04:00:37+0000,https://www.nytimes.com/2024/07/05/style/trisha-vijay-raj-thakker-wedding.html,"Raj Thakker first met Trisha Vijay on the Bollywood dance team at the University of California, Berkeley in September 2014. His first impression was that she wasn’t the type of person he’d normally befriend.",0.2263
"Now 76, the inventor and futurist hopes to reach “the Singularity” and live indefinitely. His margin of error is shrinking.",0.0516,GOOGL,2024-07-04T17:00:13+0000,https://www.nytimes.com/2024/07/04/technology/ray-kurzweil-singularity.html,"Sitting near a window inside Boston’s Four Seasons Hotel, overlooking a duck pond in the city’s Public Garden, Ray Kurzweil held up a sheet of paper showing the steady growth in the amount of raw computer power that a dollar could buy over the last 85 years.",0.3818
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",0.4588,GOOGL,2024-07-04T15:18:38+0000,https://www.nytimes.com/2024/07/04/style/tiny-modern-love-stories-surrounded-by-family-and-fireworks-i-finally-lit-the-fuse.html,"I left the book on the couch. Mom sparked a conversation. “I see it’s about a gay man. Do you think you might be?” “Doesn’t everyone wonder at some point?” “Perhaps. Uncle Mike is gay; you know we love him.” The book ignited my innermost thoughts but I wasn’t ready. I quietly stored her words like dry fuses. Three years later, on July 4, Uncle Mike’s birthday, with my brother alongside, I declared my independence. “I always knew,” Mom said. “Love you,” Dad replied. Surrounded by family and fireworks, I finally lit the fuse that illuminated my true colors. — Joshua J. Feyen",0.9211
"Soak up history, relax in beer gardens that pop open like tulips in summer, and make a pilgrimage to Fenway Park.",0.6597,GOOGL,2024-07-04T09:03:26+0000,https://www.nytimes.com/interactive/2024/07/04/travel/things-to-do-boston.html,"Soak up history, relax in beer gardens that pop open like tulips in summer, and make a pilgrimage to Fenway Park.",0.6597
"A security breach at the maker of ChatGPT last year revealed internal discussions among researchers and other employees, but not the code behind OpenAI’s systems.",0.1779,GOOGL,2024-07-04T09:02:11+0000,https://www.nytimes.com/2024/07/04/technology/openai-hack.html,"Early last year, a hacker gained access to the internal messaging systems of OpenAI, the maker of ChatGPT, and stole details about the design of the company’s A.I. technologies.",0.3818
"Results of a nationwide New York Times/Siena College poll conducted among 1,532 registered voters from June 28 to July 2, 2024.",0,GOOGL,2024-07-03T17:29:32+0000,https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-toplines.html,"Results of a nationwide New York Times/Siena College poll conducted among 1,532 registered voters from June 28 to July 2, 2024.",0
"Results of a nationwide New York Times/Siena College poll conducted among 1,532 registered voters from June 28 to July 2, 2024.",0,GOOGL,2024-07-03T17:29:26+0000,https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-registered-voter-crosstabs.html,"Results of a nationwide New York Times/Siena College poll conducted among 1,532 registered voters from June 28 to July 2, 2024.",0
"Results of a nationwide New York Times/Siena College poll conducted among 1,532 likely voters from June 28 to July 2, 2024.",0,GOOGL,2024-07-03T17:29:19+0000,https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-likely-electorate-crosstabs.html,"Results of a nationwide New York Times/Siena College poll conducted among 1,532 likely voters from June 28 to July 2, 2024.",0
"Deleting duplicates, bad shots and other unwanted files makes it easier to find the good pictures — and gives you room to take more.",0.0772,GOOGL,2024-07-03T13:00:27+0000,https://www.nytimes.com/2024/07/03/technology/personaltech/iphone-android-storage-space.html,"Are you getting ominous warnings about your phone’s storage? Have you ever whipped out your phone to show someone a certain photo and had to scroll for minutes to find it? If you’ve accumulated gigabytes of images over the years, streamlining your photo library and dumping other unnecessary apps and files can let you reclaim that space. Here’s a guide to doing just that by using free tools that are probably already on your phone.",-0.2168
Tim Bushe decided to shape the hedges in his London neighborhood into a menagerie. They’ve become a local attraction.,0.4588,GOOGL,2024-07-03T09:40:10+0000,https://www.nytimes.com/2024/07/03/world/europe/london-hedge-animals-art.html,"When Tim Bushe decided to trim some hedges one recent evening, he attracted more attention than usual for a routine garden chore.",0.4215
"Did you know the wristwatch was designed and created for women? In this episode, Zoe Abelson discusses the evolving world of watches with three of the industry’s biggest hitters: the founder of Dimepiece, Brynn Wallner; Wei Koh, founder of Revolution Watch and The Rake magazine; and Yoni Ben-Yehuda, head of watches at Material Good.",0.5994,GOOGL,2024-07-02T09:07:15+0000,https://www.nytimes.com/paidpost/audemars-piguet/the-remasters/the-remasters-no-one-needs-a-watch.html,Episode Transcription,0
"Confronting steep debts and some layoffs, Robert F. Kennedy Jr.’s campaign is increasingly consumed by the battle for ballot access, with his allies quietly putting money into a new legal fund.",-0.4019,GOOGL,2024-07-02T09:02:51+0000,https://www.nytimes.com/2024/07/02/us/politics/rfk-jr-fundraising-ballot-access.html,"Robert F. Kennedy Jr.’s independent presidential campaign is spending heavily, amassing steep debts and resorting to layoffs as it becomes almost singularly focused on the costly effort of placing his name on state ballots.",0.2315
"Driven by the war with Russia, many Ukrainian companies are working on a major leap forward in the weaponization of consumer technology.",-0.5994,GOOGL,2024-07-02T09:00:31+0000,https://www.nytimes.com/2024/07/02/technology/ukraine-war-ai-weapons.html,"In a field on the outskirts of Kyiv, the founders of Vyriy, a Ukrainian drone company, were recently at work on a weapon of the future.",-0.296
"Smart speakers are like that one keyed-in friend who always has the answers. They know the closest place to get burritos, when new episodes of Bridgerton are coming out, and when you have a dentist appointment. Smart speakers can also stream your favorite music podcasts and radio programs, make calls, and turn things (like lights...",0.9393,GOOGL,2024-07-02T00:00:00+0000,https://www.nytimes.com/wirecutter/reviews/best-smart-speakers/,"Smart speakers are like that one keyed-in friend who always has the answers. They know the closest place to get burritos, when new episodes of Bridgerton are coming out, and when you have a dentist appointment. Smart speakers can also stream your favorite music podcasts and radio programs, make calls, and turn things (like lights...",0.9393
"Carlos Watson was questioned after Ozy investors, former employees and bankers testified for the prosecution in his trial.",-0.5574,GOOGL,2024-07-01T22:54:34+0000,https://www.nytimes.com/2024/07/01/business/media/ozy-media-carlos-watson-testimony.html,"Carlos Watson, a co-founder of the digital media start-up Ozy Media, testified on Monday at his fraud trial that he had not conspired to trick investors.",-0.565
"The jurors said they were “deeply divided” over whether Ms. Read killed her boyfriend, a Boston police officer; prosecutors said they would try the case again.",-0.6705,GOOGL,2024-07-01T18:54:41+0000,https://www.nytimes.com/2024/07/01/us/karen-read-murder-trial.html,"A judge in Massachusetts declared a mistrial on Monday in the high-profile murder case against Karen Read, the suburban woman who was accused of killing her boyfriend, a Boston police officer, after a night out drinking.",-0.9062
"The justices unanimously returned two cases, which concerned state laws that supporters said were aimed at “Silicon Valley censorship,” to lower courts. Critics had said the laws violated the sites’ First Amendment rights.",-0.5994,GOOGL,2024-07-01T14:35:39+0000,https://www.nytimes.com/2024/07/01/us/supreme-court-free-speech-social-media.html,The Supreme Court sidestepped a definitive resolution on Monday in a pair of cases challenging state laws aimed at curbing the power of social media companies to moderate content. The ruling left in limbo an effort by Republicans who had promoted the legislation as a remedy to what they say is a bias against conservatives.,0.765
See the likely path and wind arrival times for Chris.,0,GOOGL,2024-07-01T11:38:38+0000,https://www.nytimes.com/interactive/2024/weather/storm-chris-maps.html,See the likely path and wind arrival times for Chris.,0
"Still ambitious, she’s also starring in Scarlett Johansson’s directing debut. “I have always had this sense that I am going to get what I wanted.”",0.4767,GOOGL,2024-07-01T09:03:26+0000,https://www.nytimes.com/2024/07/01/movies/june-squibb-inside-out-2-thelma.html,"At 94, June Squibb became an unlikely box office champ last month. She had roles in two of the country’s Top 10 movies: “Thelma,” the charming action comedy in which she plays the lead, and the No. 1 blockbuster “Inside Out 2.”",0.9442
Mathematicians and hobbyists have had a half-century of fun exploring the 43 billion billion permutations of Erno Rubik’s creation.,0.6597,GOOGL,2024-07-01T09:02:47+0000,https://www.nytimes.com/2024/07/01/science/rubiks-cube-puzzles.html,"Bright and early on the first Saturday in January, Tomas Rokicki and a few hundred fellow enthusiasts gathered in a vast lecture hall at the Moscone Center in downtown San Francisco. A big math conference was underway and Dr. Rokicki, a retired programmer based in Palo Alto, Calif., had helped organize a two-day special session about “serious recreational mathematics” celebrating the 50th anniversary of the Rubik’s Cube. Erno Rubik, the Cube’s inventor, was top of the show at 8 a.m., via videoconference from the south of Spain.",0.91
"“He has an energy that’s fun to hate,” the British actor said of his swaggering vampire character in AMC’s series-length Anne Rice adaptation.",0.6597,GOOGL,2024-07-01T02:15:07+0000,https://www.nytimes.com/2024/06/30/arts/television/interview-with-the-vampire-ben-daniels.html,This interview contains spoilers for the Season 2 finale of “Interview With the Vampire.”,0
