title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-01-30 23:17:01,格隆汇1月30日｜英镑兑美元GBP/USD日内跌幅达0.50%，现报1.2645。,GBP,,2024-01-30 15:17:01,20240131
,2024-01-30 23:17:11,格隆汇1月30日｜欧元兑英镑EUR/GBP日内涨幅达0.50%，现报0.8566。,GBP,,2024-01-30 15:17:11,20240131
