title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-01-23 19:00:41,格隆汇1月23日｜欧元兑英镑跌0.2%至0.85493，创四个月新低。,GBP,,2024-01-23 11:00:41,20240124
丹斯克银行：建议做空英镑/美元，因英国经济前景更脆弱,2024-01-23 22:15:53,格隆汇1月23日｜丹斯克银行的研究人员Mohamad Al-Saraf和Kirstine Kundby-Nielsen表示，相对增长前景、全球投资环境和对央行的降息定价使得做空英镑/美元具有吸引力。他们称：“尽管对各国央行的重新押注广泛冲击了G-10货币，但对英国央行利率的重估尤为突出，市场预计英国央行在今年余下时间的降息幅度不到110个基点……我们认为英国央行不会明显落后于其他央行。虽然通胀回到2%的道路将是崎岖不平的，并因财政政策情景进一步放大，但我们预计英国的通胀前景不会与其他国家有实质性差别。”,GBP,,2024-01-23 14:15:53,20240124
